municipio,vereador,partido,email,telefone,proposta_tipo,proposta_numero,proposta_ano,proposta_ementa,proposta_url
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1185.0,2026.0,"DISPÕE SOBRE A ACESSIBILIDADE COMUNICACIONAL NO TRANSPORTE PÚBLICO COLETIVO DO MUNICÍPIO DE JOÃO PESSOA, EM ADEQUAÇÃO À LEI FEDERAL Nº 13.146/2015 (ESTATUTO DA PESSOA COM DEFICIÊNCIA), E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/199381
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1184.0,2026.0,"INSTITUI DIRETRIZES PARA A PREVENÇÃO E O ENFRENTAMENTO AO ASSÉDIO E À VIOLÊNCIA SEXUAL NAS INSTITUIÇÕES DE ENSINO DA REDE PÚBLICA MUNICIPAL DE JOÃO PESSOA, DISPÕE SOBRE A AFIXAÇÃO DE MATERIAL INFORMATIVO, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/199380
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1157.0,2026.0,"INSTITUI DIRETRIZES DE TRANSPARÊNCIA ATIVA E CONTROLE SOCIAL PARA A DIVULGAÇÃO DE INDICADORES E RESULTADOS DAS POLÍTICAS PÚBLICAS NO MUNICÍPIO DE JOÃO PESSOA, E ADOTA OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/199193
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1156.0,2026.0,"INSTITUI NORMAS SUPLEMENTARES MUNICIPAIS DE PROTEÇÃO AO CONSUMIDOR RELATIVAS À MANUTENÇÃO, SINALIZAÇÃO E DISPONIBILIZAÇÃO GRATUITA DE CALIBRADORES DE PNEUS NOS POSTOS DE COMBUSTÍVEIS E ESTABELECIMENTOS CONGÊNERES NO MUNICÍPIO DE JOÃO PESSOA E ADOTA OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/199183
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1111.0,2026.0,DISPÕE SOBRE DIRETRIZES PARA A PROMOÇÃO DA INCLUSÃO PRODUTIVA E AUTONOMIA FINANCEIRA DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/198466
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1078.0,2026.0,"INSTITUI, NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, O PROGRAMA ""VIGILÂNCIA INTELIGENTE"", VISANDO AO USO DE VEÍCULOS AÉREOS NÃO TRIPULADOS (DRONES) PARA AUXILIAR A GUARDA CIVIL METROPOLITANA EM ATIVIDADES LIGADAS À SEGURANÇA PÚBLICA, AO BEM-ESTAR SOCIAL E À PRESERVAÇÃO DO MEIO AMBIENTE, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/198278
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1041.0,2026.0,"ALTERA E ACRESCENTA DISPOSITIVOS À LEI ORDINÁRIA Nº 12.528, DE 21 DE FEVEREIRO DE 2013, PARA AMPLIAR O SISTEMA DE ADOÇÃO DE LIXEIRAS, ESTABELECER DIRETRIZES DE MANUTENÇÃO, VEDAR PUBLICIDADES ESPECÍFICAS E DAR OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/198003
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1039.0,2026.0,"ALTERA E ACRESCENTA DISPOSITIVOS À LEI MUNICIPAL Nº 14.962, DE 21 DE NOVEMBRO DE 2023, PARA AMPLIAR O PERCENTUAL DE RESERVA, ESTABELECER PRIORIDADES E FLEXIBILIZAR REQUISITOS PARA A INCLUSÃO DE MULHERES EM SITUAÇÃO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR NOS PROGRAMAS HABITACIONAIS DE JOÃO PESSOA/PB",https://sapl.joaopessoa.pb.leg.br/materia/198001
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1008.0,2026.0,"ALTERA E ACRESCENTA DISPOSITIVOS À LEI MUNICIPAL Nº 1.955, DE 10 DE AGOSTO DE 2021, PARA INCLUIR DIRETRIZES ESPECÍFICAS DE MANUTENÇÃO, PARCERIAS TÉCNICAS E TRANSPARÊNCIA ESTRUTURAL PARA OS PRÉDIOS DAS REDES MUNICIPAIS DE ENSINO E DE SAÚDE, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/197444
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1007.0,2026.0,"ALTERA E ACRESCENTA DISPOSITIVOS À LEI ORDINÁRIA Nº 13.706, DE 18 DE JANEIRO DE 2019, PARA INSTITUIR A ""SEMANA MUNICIPAL DA CULTURA POPULAR E ATIVISMO DIGITAL"", E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/197443
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,1006.0,2026.0,"ALTERA OS ARTIGOS 1º, 2º E 3º DA LEI MUNICIPAL Nº 15.219, DE 06 DE JUNHO DE 2024, (DISPÕE SOBRE A DIVULGAÇÃO ONLINE DA LISTA DE MEDICAMENTOS DISPONÍVEIS E EM FALTA NA REDE MUNICIPAL DE SAÚDE), PARA INCLUIR O APLICATIVO ""JOÃO PESSOA NA PALMA DA MÃO"" E AMPLIAR A TRANSPARÊNCIA SOBRE ESTOQUES DE INSUMOS E UNIDADES DE SAÚDE.",https://sapl.joaopessoa.pb.leg.br/materia/197442
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,991.0,2026.0,"INSTITUI AS DIRETRIZES MUNICIPAIS PARA O REASSENTAMENTO HUMANIZADO E A MEDIAÇÃO DE CONFLITOS FUNDIÁRIOS NO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/197272
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,990.0,2026.0,,https://sapl.joaopessoa.pb.leg.br/materia/197271
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,962.0,2026.0,"INCLUI NO ANEXO ÚNICO DA LEI ORDINÁRIA Nº 13.768/2019, QUE CONSOLIDA A LEGISLAÇÃO MUNICIPAL REFERENTE A DATAS COMEMORATIVAS, EVENTOS E FERIADOS, O ""FÓRUM MUNICIPAL DE DEBATES SOBRE A PROTEÇÃO E DEFESA DOS DIREITOS DOS ANIMAIS"", E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/197003
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,961.0,2026.0,"INSTITUI A POLÍTICA MUNICIPAL DE INCENTIVO À CAPACITAÇÃO EM TÉCNICAS DE COLETA SELETIVA E RECICLAGEM DE RESÍDUOS SÓLIDOS NO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/197002
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,942.0,2026.0,"INCLUI NO ANEXO ÚNICO DA LEI ORDINÁRIA Nº 13.768/2019, QUE CONSOLIDA A LEGISLAÇÃO MUNICIPAL REFERENTE A DATAS COMEMORATIVAS, EVENTOS E FERIADOS, A ""SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO E REEDUCAÇÃO MASCULINA PELO FIM DA VIOLÊNCIA CONTRA A MULHER"".",https://sapl.joaopessoa.pb.leg.br/materia/196843
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,934.0,2026.0,"INSTITUI O ""FEMINICIDRÔMETRO"" E DISPÕE SOBRE A OBRIGATORIEDADE DE VEICULAÇÃO DE DADOS ESTATÍSTICOS SOBRE O FEMINICÍDIO, CAMPANHAS DE CONSCIENTIZAÇÃO E CANAIS DE DENÚNCIA NOS PAINÉIS ELETRÔNICOS DE PUBLICIDADE JÁ INSTALADOS NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196722
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,931.0,2026.0,"INSTITUI A ISENÇÃO TARIFÁRIA NO SISTEMA DE TRANSPORTE PÚBLICO COLETIVO DE PASSAGEIROS DO MUNICÍPIO DE JOÃO PESSOA PARA MULHERES EM SITUAÇÃO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196719
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,930.0,2026.0,"INSTITUIR A POLÍTICA MUNICIPAL DE PROTEÇÃO, SAÚDE E APOIO À MULHER TRABALHADORA AMBULANTE NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, ESTABELECE DIRETRIZES PARA O ACOLHIMENTO INFANTIL EM HORÁRIOS ALTERNATIVOS, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196718
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,921.0,2026.0,"ALTERA E ACRESCENTA DISPOSITIVOS À LEI Nº 14.141, DE 10 DE MAIO DE 2021, PARA AMPLIAR AS FORMAS DE COMPROVAÇÃO DA CONDIÇÃO DE VULNERABILIDADE E  REFORÇAR O SIGILO DE DADOS DAS VÍTIMAS E SEUS DEPENDENTES.",https://sapl.joaopessoa.pb.leg.br/materia/196531
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,920.0,2026.0,"ALTERA A LEI Nº 15.674, DE 30 DE OUTUBRO DE 2025, PARA ESTABELECER A PREVALÊNCIA DO LAUDO MÉDICO ESPECIALIZADO E RITOS DE PROTEÇÃO AO CANDIDATO COM DEFICIÊNCIA EM CONCURSOS PÚBLICOS E PROCESSOS SELETIVOS NO MUNICÍPIO DE JOÃO PESSOA",https://sapl.joaopessoa.pb.leg.br/materia/196530
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,878.0,2026.0,"INSTITUI DIRETRIZES PARA A POLÍTICA DE SEGURANÇA VIÁRIA E MODERAÇÃO DE TRÁFEGO NO ENTORNO DOS ESTABELECIMENTOS DE ENSINO NO MUNICÍPIO DE JOÃO PESSOA/PB, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196075
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,872.0,2026.0,"DISPÕE SOBRE A OBRIGATORIEDADE DE FORNECIMENTO GRATUITO DE ABAFADORES AURICULARES ANTIRRUÍDO PARA PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA (TEA) EM ESTABELECIMENTOS DE GRANDE PORTE NO MUNICÍPIO DE JOÃO PESSOA/PB, COMO MEDIDA DE ACESSIBILIDADE E PROTEÇÃO AO CONSUMIDOR.",https://sapl.joaopessoa.pb.leg.br/materia/196069
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,849.0,2026.0,CRIA O PROTOCOLO “MULHER SEGURA” COM O OBJETIVO DE GARANTIR MAIS SEGURANÇA ÀS USUÁRIAS DE TRANSPORTE POR APLICATIVO NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/195809
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,848.0,2026.0,INSTITUI A OBRIGATORIEDADE DE CAPACITAÇÃO EM MANOBRA DE HEIMLICH PARA PROFISSIONAIS DE ESTABELECIMENTOS DE ENSINO PÚBLICOS E PRIVADOS SITUADOS NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/195808
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,831.0,2026.0,"DISPÕE SOBRE A PROTEÇÃO DA SAÚDE E GARANTIA DE CONDIÇÕES MÍNIMAS DE DIGNIDADE AOS TRABALHADORES DO SETOR DE ENTREGA (DELIVERY) E TRANSPORTE POR APLICATIVO NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/195564
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,824.0,2026.0,DISPÕE SOBRE O DIREITO DO CONSUMIDOR DE INSTALAR EQUIPAMENTOS ELIMINADORES DE AR NA TUBULAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/195385
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,823.0,2026.0,"INSTITUI O CÓDIGO MUNICIPAL DE BOAS PRÁTICAS “VIVA A PRAIA”, DESTINADO A PROMOVER O USO RESPONSÁVEL, A PRESERVAÇÃO AMBIENTAL E A ACESSIBILIDADE UNIVERSAL NAS PRAIAS DO MUNICÍPIO DE JOÃO PESSOA, CRIA O SELO DE SUSTENTABILIDADE, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/195381
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,791.0,2026.0,"DISPÕE SOBRE O APRIMORAMENTO DO CONTROLE SOCIAL E DA TRANSPARÊNCIA NOS SERVIÇOS DE SAÚDE DO MUNICÍPIO DE JOÃO PESSOA, MEDIANTE A OTIMIZAÇÃO DAS FUNCIONALIDADES DO APLICATIVO OFICIAL ""JOÃO PESSOA NA PALMA DA MÃO"", E DÁ OUTRAS PROVIDÊNCIAS",https://sapl.joaopessoa.pb.leg.br/materia/195057
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,789.0,2026.0,ESTABELECE DIRETRIZES PARA A ORGANIZAÇÃO DE ÁREAS DE EMBARQUE E DESEMBARQUE DE PASSAGEIROS DE TRANSPORTE POR APLICATIVO EM POLOS GERADORES DE TRÁFEGO (PGT) NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/195055
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,788.0,2026.0,INSTITUI O SISTEMA DIGITAL DE CONTROLE DE JORNADA POR BIOMETRIA FACIAL E GEORREFERENCIAMENTO PARA TODOS OS PROFISSIONAIS DE SAÚDE DA REDE MUNICIPAL E ADOTA OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/195054
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,PLO,786.0,2026.0,"INSTITUI O CÓDIGO DE METAS, EFICIÊNCIA E CONFORTO NO SISTEMA DE TRANSPORTE PÚBLICO COLETIVO DE JOÃO PESSOA, ESTABELECE LIMITES MÁXIMOS DE OCUPAÇÃO POR METRO QUADRADO, DETERMINA O REFORÇO COMPULSÓRIO DA FROTA NOS HORÁRIOS DE PICO E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/195052
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,IND,131.0,2026.0,"INDICA AO EXCELENTÍSSIMO SENHOR PREFEITO DO MUNICÍPIO DE JOÃO PESSOA A ADOÇÃO DE PROVIDÊNCIAS PARA A EFETIVAÇÃO DE PARCERIAS PÚBLICO-PRIVADAS (PPPs) COM AS EMPRESAS DE APLICATIVO DE TRANSPORTE E ENTREGA (UBER, 99, IFOOD E CONGÊNERES), VISANDO À INSTALAÇÃO DE PONTOS DE APOIO PELA CIDADE, EM CUMPRIMENTO À LEI MUNICIPAL Nº 14.295/2021.",https://sapl.joaopessoa.pb.leg.br/materia/199356
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,IND,76.0,2026.0,INDICA AO EXCELENTÍSSIMO SENHOR PREFEITO DO MUNICÍPIO DE JOÃO PESSOA A REALIZAÇÃO DE ESTUDOS DE VIABILIDADE E A ADOÇÃO DE PROVIDÊNCIAS VISANDO À INSTALAÇÃO DE NOVOS CENTROS DE REFERÊNCIA DE ATENDIMENTO À MULHER (CRAM) EM ÁREAS DESCENTRALIZADAS E DE MAIOR VULNERABILIDADE SOCIAL DA CAPITAL,https://sapl.joaopessoa.pb.leg.br/materia/196727
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,IND,75.0,2026.0,"INDICA AO EXCELENTÍSSIMO SENHOR PREFEITO DO MUNICÍPIO DE JOÃO PESSOA A ELABORAÇÃO E IMPLEMENTAÇÃO DE AÇÕES PERMANENTES DE CONSCIENTIZAÇÃO E REEDUCAÇÃO VOLTADAS AO PÚBLICO MASCULINO, VISANDO À PREVENÇÃO E AO COMBATE À VIOLÊNCIA CONTRA A MULHER.",https://sapl.joaopessoa.pb.leg.br/materia/196716
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,IND,74.0,2026.0,"INDICA AO EXCELENTÍSSIMO SENHOR PREFEITO DO MUNICÍPIO DE JOÃO PESSOA A ADOÇÃO DE PROVIDÊNCIAS PARA A IMPLANTAÇÃO DE UMA ""CRECHE NOTURNA"" NO CENTRO DA CAPITAL, BEM COMO A INSTALAÇÃO DE INFRAESTRUTURA DE APOIO (BANHEIROS PÚBLICOS E PONTOS DE HIDRATAÇÃO) E AÇÕES DE SAÚDE VOLTADAS ÀS MULHERES TRABALHADORAS AMBULANTES NA ORLA MARÍTIMA.",https://sapl.joaopessoa.pb.leg.br/materia/196687
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,IND,49.0,2026.0,"INDICA AO EXCELENTÍSSIMO SENHOR PREFEITO DO MUNICÍPIO DE JOÃO PESSOA PARA QUE SEJA DETERMINADO A ELABORAÇÃO DE ESTUDO TÉCNICO DE ENGENHARIA DE TRÁFEGO E VIABILIDADE URBANA PARA INTERVENÇÃO DEFINITIVA NO TRECHO DA ""LADEIRA DO CUIA"".",https://sapl.joaopessoa.pb.leg.br/materia/195693
João Pessoa,Guguinha Moov Jampa,PSD,joaopessoa.pb.leg.br,(83) 3218-6316,REC,2.0,2026.0,"RECURSO AO PARECER CONTRÁRIO APROVADO PELA COMISSÃO DE CONSTITUIÇÃO, JUSTIÇA, REDAÇÃO E LEGISLAÇÃO PARTIPATIVA AO PROJETO DE LEI ORDINÁRIA N° 788/2026. (INSTITUI O SISTEMA DIGITAL DE CONTROLE DE JORNADA POR BIOMETRIA FACIAL E GEORREFERENCIAMENTO PARA PROFISSIONAIS DA SAÚDE DA REDE MUNICIPAL E ADOTA OUTRAS PROVIDÊNCIAS).",https://sapl.joaopessoa.pb.leg.br/materia/198453
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1241.0,2026.0,"DISPÕE SOBRE AS DIRETRIZES PARA A CONSCIENTIZAÇÃO E INSTRUÇÃO ACERCA DA MANOBRA DE HEIMLICH NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA/PB, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/200007
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1239.0,2026.0,INSTITUI O PROGRAMA MUNICIPAL DE RECONHECIMENTO E INCENTIVO ÀS BOAS PRÁTICAS DA ENFERMAGEM NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA-PB E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/199954
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1238.0,2026.0,"INSTITUI DIRETRIZES PARA IMPLEMENTAÇÃO DO PROGRAMA MUNICIPAL ""SAÚDE PERTO DE VOCÊ"" NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/199953
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1113.0,2026.0,"INSTITUI DIRETRIZES PARA O PROGRAMA “ESCOLA SEGURA E PROTEGIDA CONTRA INFLUÊNCIAS ILÍCITAS”, NO ÂMBITO DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/198483
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1047.0,2026.0,INSTITUI A POLÍTICA MUNICIPAL DE TRIAGEM AUDITIVA ESCOLAR (TAE) NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/198117
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1046.0,2026.0,"INSTITUI O PROGRAMA MUNICIPAL DE PROMOÇÃO DA SAÚDE ATIVA E DA ALIMENTAÇÃO SAUDÁVEL NO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/198116
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,1038.0,2026.0,DISPÕE SOBRE AS DIRETRIZES PARA ELABORAÇÃO DA LEI ORÇAMENTÁRIA PARA O EXERCÍCIO DE 2027 E DÁ OUTRAS PROVIDÊNCIAS. (LOA 2027),https://sapl.joaopessoa.pb.leg.br/materia/198000
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,932.0,2026.0,"DISPÕE SOBRE A INSTALAÇÃO DE SISTEMA DE MONITORAMENTO POR VÍDEO EM SALAS DE ATENDIMENTO TERAPÊUTICO E DE REABILITAÇÃO EM CLÍNICAS PRIVADAS NO MUNICÍPIO DE JOÃO PESSOA, VISANDO GARANTIR MAIOR SEGURANÇA E TRANSPARÊNCIA NO ATENDIMENTO A CRIANÇAS E PESSOAS COM DEFICIÊNCIA E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196720
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,928.0,2026.0,INSTITUI O PROGRAMA MUNICIPAL DE COMPOSTAGEM E APROVEITAMENTO DE RESÍDUOS ORGÂNICOS PROVENIENTES DAS FEIRAS LIVRES NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/196677
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,918.0,2026.0,"INSTITUI, NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, O PROGRAMA MUNICIPAL “ROTA DA VIDA”, VOLTADO À CONSCIENTIZAÇÃO SOBRE A VALORIZAÇÃO DA VIDA, AO APOIO À GESTANTE E À PROMOÇÃO DA DIGNIDADE DA MATERNIDADE, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196528
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,914.0,2026.0,INSTITUI MEDIDAS DE PROTEÇÃO E INFORMAÇÃO AOS BENEFICIÁRIOS DO INSS RESIDENTES NO MUNICÍPIO DE JOÃO PESSOA QUANTO À CONTRATAÇÃO DE EMPRÉSTIMOS CONSIGNADOS E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/196452
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,907.0,2026.0,"INSTITUI A POLÍTICA MUNICIPAL DE CIDADES AMIGÁVEIS ÀS CRIANÇAS NO MUNICÍPIO DE JOÃO PESSOA, ESTABELECE DIRETRIZES PARA A PROMOÇÃO DE ESPAÇOS PÚBLICOS ADEQUADOS AO DESENVOLVIMENTO INFANTIL E PARA A SEGURANÇA NO ENTORNO DE CRECHES E ESCOLAS, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196385
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,906.0,2026.0,"INSTITUI O PROGRAMA ESCOLAS ABERTAS NOS FINS DE SEMANA, DESTINADO À PROMOÇÃO DE ATIVIDADES CULTURAIS, ESPORTIVAS, EDUCACIONAIS E DE FORMAÇÃO CIDADÃ NAS ESCOLAS DA REDE PÚBLICA MUNICIPAL DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/196384
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,901.0,2026.0,INSTITUI O PROGRAMA MUNICIPAL DE INCENTIVO À EDUCAÇÃO EMPREENDEDORA PARA JOVENS NO MUNICÍPIO DE JOÃO PESSOA E DÁ OUTRAS PROVIDÊNCIAS.,https://sapl.joaopessoa.pb.leg.br/materia/196379
João Pessoa,Fábio Lopes,PL,joaopessoa.pb.leg.br,(83) 3218-6301,PLO,845.0,2026.0,"INSTITUI A POLÍTICA MUNICIPAL DE PROMOÇÃO DO PLANO EDUCACIONAL INDIVIDUALIZADO (PEI) PARA ESTUDANTES COM TRANSTORNO DO ESPECTRO AUTISTA (TEA), NO ÂMBITO DO MUNICÍPIO DE JOÃO PESSOA, E DÁ OUTRAS PROVIDÊNCIAS.",https://sapl.joaopessoa.pb.leg.br/materia/195805
